driver_id,experience_years,customer_rating,trip_frequency,earning_history,on_time_arrival_rate,driving_behaviour_score,transaction_pattern,cancellation_rate,gender,region,age_group,nova_score
D97814,20,5.18,363,94502.68,92.94,62.3,Digital,-5.21,Female,Rural,36-45,190.93
D97815,19,5.475,381,92367.98,93.27,86.08,Cash,-3.9400000000000004,Male,Urban,36-45,202.11
D97816,8,5.2,121,47268.07,87.15,94.35,Cash,3.5999999999999996,Male,Rural,26-35,173.88
D97817,9,4.864999999999999,216,42635.97,92.66,89.23,Mixed,-0.3899999999999997,Male,Urban,18-25,168.21
D97818,5,4.225,148,25000.0,89.73,58.76,Digital,3.83,Male,Urban,26-35,140.07
D97819,12,4.56,328,45376.22,88.09,95.38,Digital,-2.3,Male,Rural,46-60,165.98
D97820,4,4.51,428,37339.54,89.61,79.37,Cash,1.92,Female,Urban,36-45,164.55
D97821,14,5.33,416,57994.07,97.06,43.75,Cash,-0.2999999999999998,Male,Semi-Urban,26-35,185.51
D97822,11,5.275,366,49089.84,85.48,71.7,Cash,3.33,Male,Urban,18-25,182.36
D97823,8,5.1000000000000005,127,47885.07,95.85,82.74,Digital,1.3200000000000003,Female,Urban,46-60,171.34
D97824,4,4.909999999999999,193,70950.42,97.59,95.31,Cash,4.38,Male,Urban,36-45,177.14
D97825,11,5.205,311,70350.72,89.22,76.25,Digital,-2.46,Male,Urban,26-35,184.97
D97826,14,4.27,496,44580.09,84.63,90.9,Cash,-3.41,Male,Rural,46-60,164.06
D97827,11,4.285,171,69309.7,91.3,100.0,Cash,0.05999999999999961,Male,Urban,46-60,159.99
D97828,11,4.295,491,58867.27,91.44,73.17,Cash,-2.2,Male,Semi-Urban,36-45,166.42
D97829,18,5.0200000000000005,64,83133.93,95.45,69.94,Mixed,-3.0300000000000002,Female,Rural,36-45,173.65
D97830,14,5.0,132,64520.12,76.72,61.02,Digital,1.8499999999999996,Male,Semi-Urban,36-45,167.07
D97831,9,4.1049999999999995,67,36985.869999999995,95.93,62.27,Cash,-1.6400000000000001,Male,Urban,36-45,138.28
D97832,2,4.59,277,28733.39,86.18,86.35,Cash,5.85,Male,Semi-Urban,26-35,158.89
D97833,11,4.995,457,43088.94,82.85,87.2,Cash,-0.5300000000000002,Male,Semi-Urban,36-45,179.43
D97834,11,4.675000000000001,107,59917.43,90.54,93.53,Cash,0.3799999999999999,Female,Urban,36-45,163.74
D97835,17,5.425,282,38811.490000000005,94.05,84.52,Digital,-8.48,Male,Urban,26-35,183.39
D97836,7,5.175,289,45275.73,91.21,90.97,Cash,2.74,Male,Urban,46-60,179.58
D97837,10,4.42,202,63082.9,98.5,72.67,Digital,2.33,Female,Urban,18-25,160.03
D97838,6,4.53,274,56237.95,88.21,90.81,Digital,2.55,Male,Urban,46-60,165.12
D97839,18,5.23,368,88146.46,92.88,92.99,Cash,-6.41,Male,Semi-Urban,36-45,195.39
D97840,14,4.85,287,56155.12,81.8,62.61,Mixed,-4.49,Male,Urban,60+,168.43
D97841,19,4.505,492,53132.58,91.5,93.44,Mixed,-1.1899999999999995,Female,Urban,36-45,173.33
D97842,13,5.325,419,72802.37,85.42,83.87,Mixed,-0.16000000000000014,Male,Urban,60+,193.48
D97843,9,4.7749999999999995,442,82370.48,85.38,86.46,Cash,-0.3099999999999996,Male,Semi-Urban,18-25,183.42
D97844,15,4.915,345,50954.54,84.13,86.57,Digital,-3.79,Male,Urban,36-45,175.02
D97845,17,4.5249999999999995,231,96287.08,93.63,77.19,Mixed,-2.38,Female,Urban,26-35,172.06
D97846,14,4.409999999999999,449,47363.19,89.9,97.44,Digital,-5.52,Male,Rural,36-45,168.15
D97847,16,5.04,106,81126.14,84.16,88.21,Cash,0.09999999999999964,Female,Urban,36-45,176.38
D97848,16,5.4,402,83037.69,90.11,82.07,Digital,-2.66,Male,Urban,26-35,197.67
D97849,11,4.265000000000001,98,84081.98,97.62,85.55,Digital,-2.75,Male,Urban,26-35,159.04
D97850,0,4.32,351,57899.52,91.85,94.05,Cash,4.2,Male,Semi-Urban,46-60,164.4
D97851,13,4.415,55,65854.76999999999,83.56,85.16,Cash,-0.08999999999999986,Female,Urban,18-25,154.35
D97852,16,4.5200000000000005,496,65036.58,89.64,69.84,Mixed,-4.29,Female,Urban,36-45,173.02
D97853,20,5.5,467,97629.7,79.15,80.66,Cash,-8.2,Male,Urban,26-35,204.56
D97854,4,4.6899999999999995,213,42381.57,81.23,76.62,Cash,4.12,Female,Semi-Urban,36-45,160.04
D97855,3,4.845,454,50561.87,85.68,91.13,Cash,0.6499999999999999,Male,Semi-Urban,36-45,178.45
D97856,1,4.275,469,64245.86,94.94,67.55,Digital,3.63,Male,Urban,36-45,166.07
D97857,19,5.465,167,90400.64,86.88,100.0,Digital,-2.5300000000000002,Male,Urban,36-45,193.94
D97858,4,4.39,161,46291.99,95.02,87.84,Mixed,4.4,Male,Urban,26-35,155.19
D97859,2,3.8099999999999996,367,37055.93,86.9,75.1,Cash,3.1900000000000004,Female,Semi-Urban,60+,143.49
D97860,17,4.734999999999999,308,47345.259999999995,76.94,71.64,Digital,1.17,Male,Rural,26-35,164.82
D97861,12,5.3,421,94202.09,90.99,71.5,Digital,1.83,Male,Urban,46-60,197.26
D97862,12,4.319999999999999,226,50008.74,89.2,84.86,Digital,-3.52,Male,Rural,26-35,155.65
D97863,11,5.055000000000001,202,67944.26000000001,95.52,64.47,Digital,0.9800000000000004,Male,Rural,36-45,175.44
D97864,3,4.665,211,23596.18,93.03,76.26,Digital,7.41,Male,Urban,46-60,156.36
D97865,6,5.15,345,74475.04,87.36,62.63,Cash,1.8399999999999999,Male,Semi-Urban,36-45,183.67
D97866,5,4.875,161,35735.96,93.45,69.8,Mixed,3.04,Male,Semi-Urban,26-35,161.74
D97867,7,5.115,269,64144.49,85.75,74.84,Mixed,1.83,Female,Urban,36-45,178.76
D97868,4,5.1,369,65914.98999999999,80.9,87.95,Cash,0.8999999999999999,Male,Semi-Urban,36-45,184.07
D97869,5,4.395,79,61600.9,94.4,62.42,Mixed,0.7999999999999998,Female,Rural,46-60,151.96
D97870,4,4.97,454,75771.19,88.46,76.21,Cash,1.87,Male,Urban,26-35,186.05
D97871,18,4.94,153,60295.68,84.24,89.55,Cash,-2.58,Male,Rural,46-60,170.76
D97872,8,4.62,430,64670.85,83.24,96.36,Cash,3.2199999999999998,Male,Rural,36-45,175.81
D97873,17,5.425,234,76096.29000000001,84.17,73.48,Digital,-4.22,Male,Semi-Urban,36-45,187.66
D97874,7,5.175,346,59347.69,84.11,66.22,Digital,1.6799999999999997,Male,Urban,36-45,180.6
D97875,0,4.52,297,86289.3,94.19,90.99,Cash,4.91,Male,Urban,26-35,174.23
D97876,13,4.7250000000000005,190,65762.07,86.49,100.0,Digital,-4.140000000000001,Female,Rural,36-45,170.14
D97877,8,5.2,470,98168.24,97.88,87.72,Digital,1.13,Male,Urban,18-25,201.18
D97878,6,4.62,55,46925.97,83.51,69.46,Cash,2.33,Male,Rural,60+,152.38
D97879,9,4.324999999999999,114,60360.4,96.58,83.73,Cash,-0.8399999999999999,Male,Urban,26-35,154.82
D97880,16,5.24,76,74650.89,85.83,68.69,Cash,-4.43,Male,Rural,26-35,175.88
D97881,10,4.4,221,51819.94,90.66,82.1,Digital,-3.3200000000000003,Male,Urban,46-60,157.71
D97882,16,4.24,119,58078.08,94.3,69.91,Mixed,-1.21,Male,Semi-Urban,26-35,149.91
D97883,13,3.9850000000000003,181,87029.02,89.38,93.95,Digital,0.7400000000000002,Male,Urban,60+,156.12
D97884,13,4.315,364,74794.73000000001,93.61,78.85,Mixed,0.9800000000000004,Male,Semi-Urban,26-35,167.0
D97885,7,4.095,393,40915.92,87.23,79.62,Mixed,1.25,Male,Semi-Urban,36-45,153.35
D97886,17,4.5649999999999995,87,78551.29000000001,94.97,80.57,Digital,-3.38,Male,Urban,46-60,163.57
D97887,18,5.25,56,93926.33,89.97,68.28,Cash,-2.13,Male,Urban,46-60,180.71
D97888,17,5.035,149,84336.43,89.82,76.41,Digital,-3.4000000000000004,Male,Semi-Urban,26-35,177.85
D97889,16,4.6000000000000005,394,72760.86,84.9,74.29,Cash,-6.04,Female,Semi-Urban,36-45,172.83
D97890,17,5.185,265,81951.19,92.91,86.37,Digital,-4.859999999999999,Female,Semi-Urban,26-35,187.6
D97891,13,4.825,220,63523.38,86.18,84.64,Cash,2.6999999999999993,Male,Urban,60+,170.93
D97892,7,4.484999999999999,124,35061.96,85.37,77.53,Digital,0.6299999999999999,Male,Urban,26-35,150.29
D97893,17,5.055,235,72060.19,88.38,61.97,Digital,-6.15,Male,Urban,26-35,176.34
D97894,8,4.79,120,54583.3,89.98,92.36,Mixed,0.4800000000000004,Male,Semi-Urban,36-45,165.55
D97895,0,4.31,159,36306.74,88.11,72.62,Digital,5.51,Male,Semi-Urban,26-35,147.3
D97896,5,3.765,291,39282.87,93.93,75.96,Digital,1.6600000000000001,Female,Urban,46-60,141.07
D97897,5,4.285,126,43749.94,100.0,81.3,Digital,0.7200000000000002,Male,Urban,26-35,150.3
D97898,5,5.055,88,70372.78,92.56,99.01,Digital,3.6900000000000004,Male,Urban,36-45,176.22
D97899,6,3.84,350,36895.66,89.33,81.14,Digital,3.42,Female,Urban,36-45,144.79
D97900,16,5.0,342,46895.94,93.66,92.07,Cash,-4.52,Male,Semi-Urban,46-60,178.26
D97901,8,4.890000000000001,111,52146.93,96.46,91.2,Cash,1.3200000000000003,Male,Semi-Urban,26-35,167.88
D97902,10,4.59,281,43176.91,78.63,64.77,Cash,3.460000000000001,Male,Urban,36-45,158.29
D97903,20,4.52,334,66600.47,86.11,92.09,Digital,-4.03,Female,Semi-Urban,36-45,169.74
D97904,17,5.425,64,80567.97,95.6,80.32,Digital,-1.7800000000000002,Male,Semi-Urban,46-60,184.71
D97905,12,5.18,173,59613.95,90.98,83.78,Mixed,-3.09,Male,Rural,36-45,177.54
D97906,13,4.565,339,82796.2,95.74,100.0,Cash,-0.13999999999999968,Male,Rural,46-60,177.75
D97907,4,3.95,451,62008.59,78.26,65.73,Cash,1.88,Female,Semi-Urban,26-35,153.89
D97908,6,4.95,380,50906.84,87.64,87.06,Mixed,2.63,Female,Urban,26-35,177.88
D97909,2,4.41,380,55528.85,91.3,79.82,Digital,2.87,Male,Rural,46-60,165.0
D97910,11,5.125,415,37848.619999999995,85.21,81.47,Digital,-4.9,Male,Urban,18-25,179.19
D97911,6,4.8500000000000005,177,100261.68,91.88,100.0,Digital,2.9699999999999998,Male,Rural,26-35,182.18
D97912,6,4.470000000000001,309,67412.8,90.91,79.54,Mixed,3.8899999999999997,Male,Urban,26-35,166.53
D97913,10,4.84,219,36188.490000000005,96.51,66.17,Mixed,-1.54,Male,Semi-Urban,26-35,163.21
D97914,9,5.225,456,55065.07,97.5,72.65,Digital,-4.5,Female,Rural,26-35,188.15
D97915,1,4.335,103,71556.73,93.54,84.36,Digital,3.62,Male,Semi-Urban,18-25,157.07
D97916,11,4.095,82,73002.69,88.85,90.75,Mixed,-0.33999999999999986,Female,Semi-Urban,18-25,150.85
D97917,8,4.48,201,31226.03,95.45,65.79,Cash,1.2400000000000002,Male,Urban,26-35,152.03
D97918,5,4.515,158,28585.08,94.81,73.46,Digital,6.67,Male,Urban,26-35,151.58
D97919,13,4.3950000000000005,240,52638.29,93.94,83.6,Cash,-3.75,Male,Semi-Urban,18-25,159.27
D97920,7,4.935,298,37298.42,92.57,86.29,Cash,5.619999999999999,Male,Semi-Urban,36-45,171.45
D97921,15,5.025,91,88343.4,88.53,97.36,Cash,-0.7400000000000002,Female,Urban,26-35,179.23
D97922,20,5.34,258,78649.73000000001,92.99,77.32,Digital,-3.66,Female,Rural,26-35,189.03
D97923,15,5.005,360,52800.43,85.37,92.63,Digital,-4.24,Male,Urban,36-45,179.43
D97924,0,4.35,242,61908.32,95.09,59.22,Digital,5.98,Male,Urban,46-60,157.05
D97925,9,5.215,109,37461.020000000004,86.55,83.24,Digital,-1.6600000000000001,Female,Rural,18-25,169.57
D97926,18,5.09,185,62928.0,83.85,72.74,Digital,-5.470000000000001,Male,Semi-Urban,26-35,173.87
D97927,6,5.1000000000000005,116,62117.18,93.34,69.47,Digital,-0.8799999999999999,Male,Semi-Urban,26-35,172.09
D97928,5,4.395,243,66898.31,81.81,73.19,Digital,1.23,Male,Rural,26-35,159.57
D97929,3,4.915,419,48162.51,92.57,92.66,Digital,3.8899999999999997,Male,Urban,26-35,179.46
D97930,8,4.79,329,84748.99,93.29,58.81,Mixed,-1.35,Female,Rural,36-45,176.91
D97931,3,4.735,417,59773.53,88.9,74.6,Mixed,4.77,Female,Urban,18-25,174.52
D97932,10,4.99,390,35571.55,86.35,75.57,Cash,0.8399999999999999,Male,Urban,36-45,173.53
D97933,2,3.9,347,22659.23,95.38,70.57,Digital,1.8199999999999998,Female,Rural,26-35,141.94
D97934,11,4.675000000000001,298,71314.48999999999,89.33,81.45,Mixed,-3.69,Male,Semi-Urban,18-25,172.24
D97935,2,4.3999999999999995,214,45109.43,83.01,98.57,Digital,6.33,Male,Semi-Urban,46-60,157.07
D97936,6,4.680000000000001,252,45946.0,92.31,96.03,Digital,-0.33999999999999986,Male,Urban,26-35,166.82
D97937,20,4.98,218,77782.76000000001,88.05,85.05,Digital,-8.08,Male,Semi-Urban,18-25,178.63
D97938,2,4.76,333,60996.58,92.37,75.92,Cash,4.47,Male,Semi-Urban,46-60,172.81
D97939,3,4.405,233,29580.09,98.09,85.91,Digital,2.9400000000000004,Female,Urban,36-45,154.44
D97940,4,4.609999999999999,282,35718.94,90.32,80.61,Digital,2.21,Female,Urban,36-45,161.1
D97941,17,5.075,239,48021.41,100.0,90.34,Digital,-1.7000000000000002,Male,Semi-Urban,26-35,176.99
D97942,3,4.745,77,32592.4,96.68,77.82,Cash,3.4000000000000004,Male,Urban,18-25,156.03
D97943,4,4.4399999999999995,310,61874.57,100.0,85.95,Cash,1.75,Male,Urban,26-35,166.76
D97944,18,4.88,70,71610.42,82.11,100.0,Digital,-6.26,Male,Urban,36-45,170.02
D97945,3,4.915,341,79253.24,91.39,84.72,Cash,0.41999999999999993,Male,Rural,18-25,182.74
D97946,11,4.695,186,75624.45,87.27,83.16,Cash,-0.2699999999999996,Female,Urban,46-60,169.29
D97947,13,4.265,444,60792.71,89.09,70.72,Digital,-3.03,Male,Semi-Urban,26-35,163.55
D97948,11,4.755000000000001,229,58634.58,93.9,83.69,Cash,0.7000000000000002,Female,Semi-Urban,60+,169.33
D97949,12,4.91,333,66421.35,83.17,88.31,Cash,-2.61,Male,Semi-Urban,36-45,178.4
D97950,4,4.989999999999999,78,30310.87,93.15,64.21,Digital,7.529999999999999,Male,Urban,18-25,159.05
D97951,0,4.62,369,20000.0,91.27,94.45,Mixed,6.13,Female,Urban,46-60,163.12
D97952,18,5.16,185,68785.44,88.14,91.42,Digital,-3.62,Male,Urban,26-35,180.53
D97953,13,4.585,139,74715.72,85.28,83.98,Digital,-4.77,Male,Urban,36-45,164.25
D97954,8,4.38,298,28000.0,89.58,77.72,Cash,1.5300000000000002,Male,Rural,36-45,153.51
D97955,8,4.83,450,69485.20999999999,89.2,77.12,Cash,-0.8300000000000001,Male,Semi-Urban,26-35,181.07
D97956,13,5.325,418,70421.62,98.1,85.78,Cash,1.4400000000000004,Female,Rural,36-45,195.03
D97957,19,5.475,148,72580.75,94.99,79.79,Cash,-3.5300000000000002,Male,Semi-Urban,26-35,187.16
D97958,0,4.95,398,30492.95,90.73,74.58,Cash,7.29,Male,Semi-Urban,46-60,172.09
D97959,14,5.069999999999999,498,87413.34,88.57,82.4,Mixed,-3.38,Male,Urban,18-25,194.17
D97960,20,4.95,480,40000.0,94.4,76.49,Cash,-4.46,Male,Urban,36-45,178.58
D97961,10,5.24,428,46061.59,84.8,82.09,Digital,0.4500000000000002,Male,Urban,26-35,184.67
D97962,17,5.405,467,56221.28,82.77,92.75,Cash,-0.28999999999999915,Male,Semi-Urban,46-60,194.19
D97963,19,4.895,375,73246.20999999999,88.15,83.07,Mixed,-2.9000000000000004,Male,Semi-Urban,26-35,181.37
D97964,8,4.390000000000001,232,73332.43,92.33,88.16,Digital,-2.9,Male,Urban,26-35,164.44
D97965,4,4.56,237,24000.0,95.19,80.14,Digital,5.13,Male,Rural,18-25,155.78
D97966,14,4.949999999999999,495,83927.32,91.82,71.38,Mixed,-3.71,Female,Urban,36-45,189.01
D97967,14,4.55,140,60076.45,95.12,86.28,Cash,-1.4100000000000001,Male,Urban,36-45,161.58
D97968,1,4.1850000000000005,90,77232.36,79.46,82.06,Mixed,4.41,Male,Urban,18-25,151.76
D97969,0,4.45,391,36783.72,94.9,79.47,Digital,5.9,Male,Semi-Urban,26-35,162.24
D97970,1,4.255000000000001,325,44969.75,83.29,51.96,Digital,6.74,Male,Rural,26-35,150.9
D97971,0,4.52,106,39521.21,90.2,70.51,Digital,4.22,Male,Urban,26-35,151.23
D97972,18,5.45,273,51333.78,91.85,94.23,Cash,-3.62,Male,Semi-Urban,36-45,187.92
D97973,14,5.34,403,51077.74,88.75,83.21,Cash,0.019999999999999574,Female,Semi-Urban,18-25,188.18
D97974,11,5.275,493,86046.15,93.2,76.91,Digital,-2.05,Male,Urban,60+,198.62
D97975,6,3.9299999999999997,298,62182.32,86.37,73.55,Digital,0.18000000000000016,Female,Semi-Urban,36-45,149.7
D97976,12,5.3,71,80485.81,91.52,71.13,Cash,-0.8799999999999999,Female,Urban,36-45,179.86
D97977,0,4.34,411,32298.88,87.35,78.97,Digital,2.94,Male,Rural,18-25,157.96
D97978,9,4.915,86,52894.72,92.14,81.03,Digital,2.25,Male,Semi-Urban,18-25,165.51
D97979,18,5.45,116,68334.63,82.63,92.54,Digital,-5.92,Male,Semi-Urban,46-60,184.25
D97980,4,4.659999999999999,331,59793.69,91.39,77.57,Digital,1.0699999999999998,Male,Urban,26-35,170.03
D97981,5,4.015000000000001,65,61502.66,82.29,67.66,Cash,0.71,Male,Rural,36-45,140.84
D97982,4,3.9,357,74672.0,90.63,65.62,Cash,3.2,Male,Urban,46-60,153.89
D97983,16,4.9,151,79187.76999999999,84.25,65.88,Digital,-4.41,Male,Urban,46-60,170.86
D97984,6,4.19,200,54463.88,78.99,84.49,Digital,2.9800000000000004,Male,Rural,26-35,150.89
D97985,2,4.4399999999999995,289,71077.7,99.07,80.33,Digital,5.68,Other,Urban,36-45,167.24
D97986,19,5.0249999999999995,321,76927.70999999999,89.15,81.61,Digital,-3.96,Male,Urban,26-35,183.31
D97987,3,4.755,440,48504.94,84.64,85.04,Cash,2.39,Male,Urban,26-35,174.05
D97988,7,4.595,367,43675.37,90.14,77.34,Digital,4.04,Male,Rural,36-45,165.6
D97989,20,5.5,410,46996.7,86.32,76.86,Digital,-6.08,Male,Urban,18-25,190.13
D97990,12,4.78,447,50046.13,85.72,93.19,Digital,-0.16999999999999993,Male,Rural,36-45,176.73
D97991,2,4.59,335,49405.75,82.21,69.58,Cash,5.16,Female,Semi-Urban,26-35,163.27
D97992,8,4.61,378,51220.61,86.23,71.93,Mixed,0.34999999999999964,Male,Semi-Urban,26-35,166.9
D97993,8,4.78,213,59844.07,89.14,73.72,Mixed,2.2199999999999998,Male,Urban,26-35,167.41
D97994,9,4.885,168,77604.64,87.04,93.56,Cash,1.75,Male,Urban,26-35,175.34
D97995,17,5.055,173,40721.729999999996,100.0,76.55,Cash,-7.12,Male,Urban,46-60,169.96
D97996,2,4.35,342,28004.25,87.92,79.94,Digital,3.5700000000000003,Male,Urban,18-25,154.61
D97997,11,5.155,349,73305.65,89.6,83.21,Digital,2.4000000000000004,Male,Semi-Urban,18-25,187.08
D97998,1,3.625,221,34991.77,85.78,99.93,Digital,4.15,Male,Urban,36-45,136.07
D97999,11,4.575,168,40165.35,90.21,84.99,Digital,0.5899999999999999,Male,Urban,36-45,157.42
D98000,8,5.2,369,51835.87,83.68,72.17,Cash,-0.06999999999999984,Female,Urban,26-35,181.1
D98001,1,4.995,108,77543.48,90.95,79.72,Cash,5.38,Male,Semi-Urban,46-60,174.18
D98002,14,4.81,314,53573.03,92.64,49.15,Digital,-4.24,Male,Urban,26-35,167.47
D98003,6,4.23,460,60655.14,88.4,75.87,Cash,-1.22,Female,Rural,36-45,163.95
D98004,6,4.380000000000001,280,53816.79,96.04,83.97,Mixed,3.8099999999999996,Female,Semi-Urban,26-35,161.16
D98005,7,4.455,408,55447.91,90.6,96.31,Digital,0.31000000000000005,Male,Rural,36-45,169.59
D98006,14,4.39,405,50462.24,94.56,85.73,Cash,-0.5199999999999996,Male,Urban,36-45,165.61
D98007,11,5.065,478,51336.36,80.03,82.75,Digital,4.449999999999999,Female,Semi-Urban,26-35,183.0
D98008,19,4.975,240,40140.240000000005,84.15,68.29,Mixed,-5.96,Male,Semi-Urban,26-35,166.88
D98009,19,5.475,449,64206.21,90.28,72.72,Mixed,-7.38,Male,Semi-Urban,36-45,195.34
D98010,5,4.095000000000001,138,57372.2,90.88,72.43,Digital,3.58,Male,Urban,26-35,146.73
D98011,5,4.225,258,68216.78,93.65,88.37,Digital,1.96,Female,Urban,26-35,160.3
D98012,15,5.165,449,47298.57,82.76,81.62,Cash,-0.5599999999999996,Male,Urban,26-35,183.57
D98013,4,5.1,334,59612.0,96.17,81.11,Digital,0.5099999999999998,Male,Semi-Urban,18-25,182.36
D98014,2,4.08,458,47326.97,85.84,91.12,Cash,6.81,Male,Urban,36-45,158.7
D98015,13,4.875,127,71006.12,98.0,58.83,Mixed,0.03000000000000025,Male,Semi-Urban,36-45,168.23
D98016,17,4.635,243,62226.01,95.91,68.84,Digital,-0.6900000000000004,Female,Rural,46-60,165.86
D98017,0,3.88,220,43383.56,92.72,85.37,Digital,3.95,Male,Urban,46-60,143.36
D98018,16,4.590000000000001,280,52726.89,98.17,77.22,Mixed,-1.4000000000000004,Female,Rural,26-35,165.44
D98019,11,4.555000000000001,169,67543.26000000001,96.13,82.51,Cash,-5.5,Male,Semi-Urban,46-60,164.32
D98020,4,4.619999999999999,392,24000.0,92.36,72.32,Cash,4.54,Female,Semi-Urban,26-35,161.88
D98021,20,4.38,378,63028.63,92.9,79.12,Cash,-5.97,Male,Semi-Urban,36-45,166.18
D98022,1,4.655,398,42323.22,87.45,72.63,Digital,5.06,Male,Urban,46-60,166.89
D98023,6,4.86,235,75277.51,91.59,81.47,Digital,3.5999999999999996,Male,Urban,26-35,175.68
D98024,16,4.7700000000000005,458,89489.14,89.86,75.12,Digital,-5.0600000000000005,Male,Urban,26-35,184.69
D98025,19,5.475,473,79604.26000000001,91.02,83.19,Digital,-5.96,Male,Rural,26-35,201.83
D98026,3,5.075,335,41285.0,95.79,86.44,Digital,3.5700000000000003,Male,Urban,46-60,177.93
D98027,1,5.025,426,56535.59,79.84,82.48,Digital,5.77,Male,Semi-Urban,36-45,181.15
D98028,18,4.73,139,44687.71,93.62,74.19,Digital,-5.77,Male,Semi-Urban,36-45,160.15
D98029,17,5.165,372,68714.23999999999,91.11,95.75,Digital,0.11999999999999922,Male,Semi-Urban,36-45,189.21
D98030,17,4.975,264,82067.25,85.24,78.84,Cash,-1.9699999999999998,Male,Urban,36-45,180.06
D98031,12,4.66,136,58157.07,96.77,73.53,Mixed,-3.55,Male,Rural,36-45,162.02
D98032,6,4.69,330,74429.75,88.62,73.03,Digital,1.9800000000000004,Male,Semi-Urban,46-60,173.3
D98033,17,4.5649999999999995,386,55434.81,93.42,83.52,Mixed,-7.38,Male,Rural,36-45,169.96
D98034,18,4.78,146,61978.61,76.97,84.56,Mixed,-5.8100000000000005,Male,Semi-Urban,36-45,165.06
D98035,0,4.25,72,54248.58,88.49,82.08,Digital,2.59,Male,Urban,36-45,148.28
D98036,8,4.96,182,56274.58,84.21,72.81,Digital,2.05,Male,Semi-Urban,46-60,168.9
D98037,1,4.165,334,53688.71,91.99,77.17,Digital,5.65,Male,Rural,26-35,156.28
D98038,7,4.745,228,54023.2,97.3,69.23,Digital,-1.62,Male,Urban,26-35,166.23
D98039,7,4.425,187,48979.54,86.13,95.19,Mixed,-1.12,Male,Semi-Urban,46-60,157.55
D98040,19,5.175,399,81446.57,92.11,83.36,Cash,-2.8099999999999996,Male,Urban,26-35,192.02
D98041,1,4.555000000000001,333,45293.78,90.11,89.31,Cash,5.33,Female,Rural,18-25,165.43
D98042,1,4.355,326,43886.33,92.76,86.06,Mixed,3.8099999999999996,Male,Urban,46-60,159.71
D98043,0,4.85,285,44778.53,88.9,93.94,Cash,6.28,Male,Urban,60+,171.27
D98044,1,4.025,306,60673.56,86.17,97.82,Digital,2.03,Male,Semi-Urban,18-25,155.63
D98045,2,4.37,472,65057.12,86.83,79.98,Digital,6.89,Male,Urban,36-45,169.42
D98046,11,4.425000000000001,415,32121.17,79.2,77.2,Digital,1.6799999999999997,Female,Rural,36-45,158.72
D98047,7,3.8649999999999998,241,43048.09,93.83,72.4,Mixed,3.1399999999999997,Male,Semi-Urban,36-45,141.96
D98048,19,4.675,457,71148.7,91.3,81.39,Digital,-3.29,Male,Rural,26-35,178.85
D98049,19,4.725,412,74265.32,92.64,64.19,Digital,-6.84,Male,Urban,60+,176.7
D98050,16,4.95,147,65711.6,96.78,80.59,Cash,-0.40000000000000036,Male,Urban,46-60,172.66
D98051,12,4.8,460,73747.01000000001,93.72,87.24,Digital,-4.12,Male,Urban,26-35,183.98
D98052,0,4.88,214,47190.3,90.88,75.74,Digital,9.91,Male,Urban,36-45,167.35
D98053,10,4.97,447,55101.64,89.19,91.31,Cash,-2.07,Male,Semi-Urban,36-45,182.98
D98054,8,4.73,453,60437.7,79.47,95.55,Cash,-0.9100000000000001,Male,Semi-Urban,18-25,177.73
D98055,1,4.925000000000001,295,52274.5,94.94,73.79,Digital,4.37,Male,Urban,60+,173.3
D98056,11,4.265000000000001,310,41499.94,89.06,71.12,Digital,-0.9500000000000002,Female,Urban,26-35,153.43
D98057,10,5.05,246,44890.12,85.92,74.49,Cash,1.79,Other,Rural,26-35,171.37
D98058,6,4.65,110,61440.79,87.16,100.0,Cash,1.5199999999999996,Male,Rural,18-25,164.08
D98059,15,5.375,408,66050.76000000001,93.94,85.83,Digital,-4.2,Female,Rural,26-35,194.17
D98060,14,5.13,143,76397.39,82.38,54.9,Digital,0.6799999999999997,Female,Semi-Urban,26-35,173.66
D98061,4,3.85,313,40037.02,85.48,82.9,Cash,0.8599999999999999,Female,Semi-Urban,36-45,144.04
D98062,16,4.41,138,72114.12,88.92,67.59,Digital,-0.6900000000000004,Female,Semi-Urban,36-45,157.28
D98063,7,4.455,59,60484.16,93.63,74.93,Digital,2.3600000000000003,Other,Urban,26-35,154.14
D98064,18,4.640000000000001,458,92634.68,90.66,84.96,Mixed,-4.73,Male,Urban,36-45,183.82
D98065,20,4.470000000000001,402,64244.71,90.04,74.93,Digital,-8.06,Male,Urban,46-60,168.64
D98066,6,4.300000000000001,440,66081.48000000001,92.99,76.15,Mixed,0.040000000000000036,Male,Urban,36-45,166.99
D98067,6,4.05,142,66393.1,92.73,80.05,Digital,3.3099999999999996,Female,Urban,26-35,149.45
D98068,12,5.0,52,56182.92,93.91,78.23,Digital,-1.33,Male,Semi-Urban,46-60,166.95
D98069,17,5.0649999999999995,147,77314.79000000001,88.8,79.52,Cash,-0.96,Male,Semi-Urban,36-45,177.08
D98070,17,4.765,463,74010.33,89.0,82.45,Digital,-6.359999999999999,Female,Semi-Urban,26-35,181.87
D98071,2,5.05,283,52800.64,91.8,98.33,Digital,3.08,Male,Rural,26-35,179.29
D98072,5,4.025,465,36522.68,86.67,88.38,Digital,6.43,Male,Urban,36-45,154.61
D98073,15,5.275,273,84349.31,86.35,87.26,Cash,1.1899999999999995,Male,Semi-Urban,36-45,189.92
